여의도공원(6호. 봉선화호장실),영등포구,126.926174300,37.527663000
여의도공원(5호. 수선화화장실),영등포구,126.924349500,37.528005700
여의도공원(3호. 무궁화호장실),영등포구,126.920880300,37.525861500
여의도공원(2호. 개나리화장실),영등포구,126.919055000,37.524816000
여의도공원(1호. 진달래화장실),영등포구,126.918874800,37.523246800
남산공원 호현당화장실,중구,126.982716695,37.554656787
광화문시민열린마당화장실,종로구,126.978348800,37.574671500
간데메공원화장실,동대문구,127.048718731,37.573331535
중랑캠핑숲캠핑장관리소화장실,중랑구,127.109975900,37.604996400
중랑캠핑숲가족캠프존화장실,중랑구,127.111091700,37.603922900
중랑캠핑숲나들이마당화장실,중랑구,127.113517100,37.605931900
훈련원공원화장실,중구,127.003527769,37.567386548
용산공원야외광장화장실,용산구,126.984555765,37.521187042
용산공원주차장화장실,용산구,126.984555765,37.521187042
낙산공원정상화장실,종로구,127.006495075,37.581939521
낙산공원중앙광장화장실,종로구,127.006495075,37.581939521
서울창포원화장실,도봉구,127.047570162,37.689311184
남산공원입구화장실,용산구,126.985039420,37.551497562
석호정화장실,중구,126.996598139,37.551203923
다담에뜰화장실,중구,127.004041368,37.557669847
장충체육회화장실,중구,126.996598139,37.551203923
야외식물원화장실,용산구,126.997087133,37.541913582
수복천입구화장실,용산구,126.989385594,37.548936917
팔각정입구화장실,중구,126.989896904,37.553940569
중앙계단(잠두)입구화장실,용산구,126.982822483,37.553360821
목멱산방화장실,중구,126.989896904,37.553940569
사업소옆화장실,용산구,126.979111766,37.551574661
원형광장,서초구,127.034571700,37.471489600
매점 뒤,서초구,127.035810300,37.470160400
꽃동산 옆,서초구,127.036566600,37.470756500
족구장 옆,서초구,127.037374100,37.471847600
KAL위령탑 옆,서초구,127.037892100,37.467620400
공중화장실,강동구,127.125593000,37.543998500
길동생태공원 문화센터,강동구,127.154592600,37.538376800
길동생태공원,강동구,127.153491900,37.538966600
응봉공원 남측화장실,성동구,127.021964000,37.555450200
응봉공원 관리동,성동구,127.021138500,37.557069200
중앙화장실,동작구,126.920011600,37.491583300
서문화장실,동작구,126.918843000,37.495246100
남문화장실,동작구,126.916313400,37.490753900
놀이터화장실,동작구,126.917927200,37.491537000
X게임장화장실,동작구,126.920997500,37.490923800
숲속놀이터,성동구,127.040075200,37.543142000
주차장,성동구,127.043478700,37.541535500
생태숲,성동구,127.034925200,37.542689200
습지생태원,성동구,127.038915100,37.548622200
곤충식물원매점,성동구,127.039698100,37.540954800
곤충식물원내부,성동구,127.039127600,37.541320300
시계탑,성동구,127.041419000,37.546081200
수변휴게실,성동구,127.037717600,37.544547900
레스토랑,성동구,127.037926200,37.544686700
방문자센터앞,성동구,127.041752000,37.542909700
1호매점,광진구,127.072149100,37.529061800
테니스장,광진구,127.077713600,37.527743300
물놀이장 내,영등포구,126.892998400,37.544942800
3호매점,영등포구,126.927543200,37.530689200
2호매점,영등포구,126.933514800,37.526770100
원효대교 하부,영등포구,126.939481500,37.523425700
파크골프장,영등포구,126.941792400,37.519323800
압구정나들목,강남구,127.042536500,37.531222200
주차장,강서구,126.818980500,37.585534700
방화대교 하부,강서구,126.821391200,37.584851900
피크닉장,강서구,126.824404900,37.582868200
구암나들목,강서구,126.851767600,37.570128000
성산대교 하부,마포구,126.894194100,37.556660100
안내센터옆,마포구,126.900847100,37.551535600
주차장 중류,마포구,126.897807000,37.553408500
론볼장,송파구,127.074469000,37.518555800
양화대교 하부,마포구,126.907541200,37.546539900
절두산주차장,마포구,126.910050900,37.544817400
당인리발전소앞,마포구,126.922089000,37.543750200
현석나들목앞,마포구,126.933226500,37.541681500
마포대교 하부,마포구,126.941607700,37.537268800
청암진출입로,용산구,126.945851900,37.534264800
2호매점 옆,마포구,126.895812300,37.555074800
국궁장,마포구,126.864337951,37.574599297
캠핑장하류,마포구,126.870556984,37.571117979
캠핑장 내,마포구,126.872071800,37.570472100
캠핑장 상류,마포구,126.874096300,37.569020800
야구장관리동,마포구,126.876349900,37.568038600
중앙연결브릿지,마포구,126.879017800,37.566123800
물놀이장,마포구,126.879668900,37.564764400
자전거공원,마포구,126.882618700,37.564473400
안내센터옆,마포구,126.884949775,37.563136861
거울분수,마포구,126.889002900,37.560558700
안양천 입구,영등포구,126.878111500,37.553234300
하류 주차장,영등포구,126.891754500,37.544787600
축구장,영등포구,126.892951900,37.543703200
선유교 상류,영등포구,126.896772900,37.541532500
양화대교 하부,영등포구,126.900877600,37.539236900
상류 주차장,영등포구,126.904012300,37.537202200
샛강 파천주차장,영등포구,126.913404300,37.525991400
샛강 서울교 하부,영등포구,126.916528700,37.521518100
국회주차장,영등포구,126.915458000,37.534731100
축구장,영등포구,126.918500700,37.534259400
서강대교 하부,영등포구,126.923257700,37.533111000
수상무대,영등포구,126.926752200,37.532010300
물빛광장,영등포구,126.930070100,37.530295800
마포대교,영등포구,126.932203200,37.531090300
유람선선착장,영등포구,126.938147100,37.524800200
청사(센터),영등포구,126.933660200,37.526248000
안내센터앞,영등포구,126.934504400,37.527613100
파라다이스앞,영등포구,126.941883900,37.521464900
원효대교 하부,용산구,126.952471500,37.528308900
한강대교 하부,용산구,126.960271300,37.521748700
경찰순찰대,용산구,126.963247100,37.520710300
엑스게임장,용산구,126.965513200,37.519839100
차범근축구,용산구,126.968878100,37.518491400
안내센터옆,용산구,126.970509500,37.517905700
롤라스케이트장,용산구,126.972499162,37.516779711
자연학습장,용산구,126.977040200,37.515604800
동작대교 하부,용산구,126.983635800,37.515823100
어린이놀이터,용산구,126.987240700,37.516190300
반포대교 하부,용산구,126.994003300,37.518842400
보광나들목,용산구,127.001806271,37.523115073
한남나들목,용산구,127.007812600,37.528635400
옥수역 하부,성동구,127.019648300,37.541048900
금호나들목,성동구,127.024054900,37.544086300
원불교앞,동작구,126.965064200,37.509503000
동작대교 하부,서초구,126.981263200,37.505474100
안내센터옆,서초구,126.991909200,37.507737700
하류 주차장,서초구,126.997795000,37.510273200
상류 주차장,서초구,127.002279400,37.513126900
하류 주차장,서초구,127.008844500,37.517981200
안내센터옆,서초구,127.011819600,37.520742600
한남대교 전망카페,강남구,127.015504600,37.524014400
ON 주차장,강남구,127.018521300,37.526537000
트랙구장,강남구,127.019670200,37.527402500
리버시티,강남구,127.020849500,37.528815200
서울숲,성동구,127.031870172,37.541097924
성동지대,성동구,127.052884700,37.535002400
119수난구조대,광진구,127.060526100,37.532282000
벽천나들목,광진구,127.063338200,37.531400100
청담대교 하부,광진구,127.066503300,37.530125500
음악분수,광진구,127.069123600,37.530090000
자연학습장,광진구,127.074022900,37.528354700
축구장,광진구,127.074770000,37.528314100
윈드서핑 하류,광진구,127.079772600,37.527281900
윈드서핑 상류,광진구,127.080376500,37.527165100
잠실대교 하부,광진구,127.087987500,37.528608800
만남의 광장,송파구,127.084403900,37.518266700
청소년광장,송파구,127.074482500,37.518767700
